"테이블 정의서","주제영역명","작성일","작성자","테이블 ID","테이블명","테이블설명","No","컬럼ID","컬럼명","타입","길이","Null","KEY","DEFAULT","비고","업뮤규칙"
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","MILE_WALLET","마일리지 지갑","마일리지 지갑 정보","1","WALLET_SEQ","지갑 SEQ","NUMBER","20,0","N","PK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","MILE_WALLET","마일리지 지갑","마일리지 지갑 정보","2","USER_SEQ","사용자 SEQ","NUMBER","30,0","N","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","MILE_WALLET","마일리지 지갑","마일리지 지갑 정보","3","TOTAL_MILES","총 마일리지","NUMBER","20,0","Y","","0","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","MILE_WALLET","마일리지 지갑","마일리지 지갑 정보","4","DONATION_AVAILABLE","기부 가능","NUMBER","20,0","Y","","0","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","MILE_WALLET","마일리지 지갑","마일리지 지갑 정보","5","DONATED_MILES","기부된 마일리지","NUMBER","20,0","Y","","0","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","MILE_WALLET","마일리지 지갑","마일리지 지갑 정보","6","RECEIVED_MILES","받은 마일리지","NUMBER","20,0","Y","","0","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","MILE_WALLET","마일리지 지갑","마일리지 지갑 정보","7","CREATED_AT","생성일","DATE","","Y","","SYSDATE","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","MILE_WALLET","마일리지 지갑","마일리지 지갑 정보","8","UPDATED_AT","수정일","DATE","","Y","","SYSDATE","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USER_ACCOUNT","사용자 계정","사용자 계정 정보","1","ACCOUNT_SEQ","계정 SEQ","VARCHAR2","50","N","PK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USER_ACCOUNT","사용자 계정","사용자 계정 정보","2","USER_SEQ","사용자 SEQ","NUMBER","30,0","N","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USER_ACCOUNT","사용자 계정","사용자 계정 정보","3","BANK_CODE","은행 코드","VARCHAR2","20","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USER_ACCOUNT","사용자 계정","사용자 계정 정보","4","ACCOUNT_NUM","계좌 번호","VARCHAR2","50","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USER_ACCOUNT","사용자 계정","사용자 계정 정보","5","HOLDER_NAME","예금주명","VARCHAR2","50","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USER_ACCOUNT","사용자 계정","사용자 계정 정보","6","VERIFIED","인증 여부","NUMBER","1,0","Y","","0","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USER_ACCOUNT","사용자 계정","사용자 계정 정보","7","CREATED_AT","생성일","TIMESTAMP","6","Y","","SYSTIMESTAMP","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","REFUND","환불","환불 정보","1","REFUND_SEQ","환불 SEQ","VARCHAR2","50","N","PK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","REFUND","환불","환불 정보","2","PAYMENT_SEQ","결제 SEQ","VARCHAR2","50","N","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","REFUND","환불","환불 정보","3","ACCOUNT_SEQ","계정 SEQ","VARCHAR2","50","Y","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","REFUND","환불","환불 정보","4","WALLET_SEQ","지갑 SEQ","NUMBER","20,0","Y","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","REFUND","환불","환불 정보","5","REFUND_AMOUNT","환불액","NUMBER","","N","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","REFUND","환불","환불 정보","6","REQUESTED_AT","요청일","TIMESTAMP","6","Y","","SYSTIMESTAMP","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","REFUND","환불","환불 정보","7","PROCESSED_AT","처리일","TIMESTAMP","6","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","REFUND","환불","환불 정보","8","STATUS","상태","VARCHAR2","20","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","REFUND","환불","환불 정보","9","REASON","사유","VARCHAR2","255","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","REFUND","환불","환불 정보","10","REJECT_REASON","거절 사유","VARCHAR2","255","Y","","","",""
